Date,AAPL,MSFT,AMZN,GOOG
2020-01-03,-6.700869317732838e-05,-0.004852693593417112,-0.006222305402820871,0.003704384328332866
2020-01-06,-0.0020622748056190465,-0.005314237080611073,0.009272655200867064,0.017885248146254584
2020-01-07,0.0031337426929027856,0.003582607691869244,0.005358037573351515,0.003704603213661839
2020-01-08,0.011764569388964086,0.0070773066277547425,-0.0015100212311854877,0.005949247389543499
2020-01-09,0.019675612628339945,0.008830774601357838,0.003568767950635543,0.011920538214447607
2020-01-10,0.007215700768137934,0.006164577309961006,-0.005673094710041848,0.004381724055368075
2020-01-13,0.01407235650119465,0.0005512600925607902,-0.004688124383768089,0.004557629109488426
2020-01-14,0.0015770076382108922,0.0017758392104489928,-0.0057376422502195545,0.0007978870209075506
2020-01-15,-0.006518446111117404,0.002078121655637144,-0.0043717480944199805,-0.0012823835159339048
2020-01-16,0.0006339600228191244,0.014029724039014813,0.0035819813328630268,0.00688523672630037
2020-01-17,0.009629304135149619,0.007398897790107162,0.0005568322081912491,0.020576169748622863
2020-01-20,0.0,0.0,0.0,0.0
2020-01-21,0.0008784183080665642,0.004299155763601847,0.004044229330222526,0.006301663527023438
2020-01-22,0.0030409072915242863,-0.004162015921609252,0.004344671236884423,0.007181768825476942
2020-01-23,-0.001343930024166995,-0.004119685447582344,-0.006580808942797334,-0.0047180838525945346
2020-01-24,0.01179742621844504,0.004376595491702995,0.0026507784123472877,0.00046870768427353937
2020-01-27,-0.03575289368703283,-0.02477165327449038,-0.028490847013038056,-0.03856242207516403
2020-01-28,0.02126558082181962,0.014567157363733374,0.009293853766600302,0.012682869637233196
2020-01-29,0.029679587891462855,0.01803807969777993,0.008955343996333909,0.006420140706150379
2020-01-30,-0.011468535192240559,0.03140761730289188,-0.0010028192234607936,-0.006071979355738999
2020-01-31,-0.00435055016535868,-0.009479982251607622,0.09763092692944397,0.009909042194287121
2020-02-03,-0.02848040073931446,0.012180953634099101,-0.0035121519477608887,0.011315459392839067
2020-02-04,0.019618082980109808,0.0351861596847689,0.005516180572884277,-0.012756518224981583
2020-02-05,0.01601807464212479,0.019707784128912165,0.005447175942405291,-0.001880945677834145
